classifier,classification_type,feature,max_ROI,gentl_result_param,accuracy,f1_score,precision,sensitivity,specificity
rf,early_vs_late_stage,dissimilarity,10,average_generation_absolute_distance_results,83.08,76.27,81.2,77.33,66.67
rf,ptc_vs_mibc,dissimilarity,10,average_generation_absolute_distance_results,73.67,72.96,74.18,73.13,65.71
lda,cancer_invasion,dissimilarity,10,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,dissimilarity,10,average_generation_absolute_distance_results,39.04,12.82,10.76,17.42,85.05
lda,early_vs_late_stage,dissimilarity,10,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,10,average_generation_absolute_distance_results,56.5,54.73,56.68,55.46,42.86
dt,cancer_invasion,dissimilarity,10,average_mean_absolute_distance_results,75.38,71.71,73.99,71.64,58.0
dt,cancer_stage,dissimilarity,10,average_mean_absolute_distance_results,28.97,22.29,23.2,24.11,86.31
dt,early_vs_late_stage,dissimilarity,10,average_mean_absolute_distance_results,76.92,69.49,74.62,73.33,66.67
dt,ptc_vs_mibc,dissimilarity,10,average_mean_absolute_distance_results,64.5,62.53,66.38,63.67,54.29
rf,cancer_invasion,dissimilarity,10,average_mean_absolute_distance_results,73.85,70.44,71.99,70.39,58.0
rf,cancer_stage,dissimilarity,10,average_mean_absolute_distance_results,28.88,25.12,28.13,26.26,87.25
rf,early_vs_late_stage,dissimilarity,10,average_mean_absolute_distance_results,78.46,69.83,74.29,72.0,60.0
rf,ptc_vs_mibc,dissimilarity,10,average_mean_absolute_distance_results,59.33,58.94,59.84,59.44,60.0
lda,cancer_invasion,dissimilarity,10,average_mean_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,dissimilarity,10,average_mean_absolute_distance_results,33.99,8.94,6.55,14.65,83.58
lda,early_vs_late_stage,dissimilarity,10,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,10,average_mean_absolute_distance_results,47.25,37.23,37.76,44.42,8.57
dt,cancer_invasion,dissimilarity,20,,73.85,72.03,72.58,72.78,70.0
dt,cancer_stage,dissimilarity,20,,28.05,19.91,20.08,21.74,86.38
dt,early_vs_late_stage,dissimilarity,20,,80.0,71.62,75.22,73.0,60.0
dt,ptc_vs_mibc,dissimilarity,20,,59.25,57.37,61.54,59.23,54.29
rf,cancer_invasion,dissimilarity,20,,73.85,70.59,71.69,70.78,61.0
rf,cancer_stage,dissimilarity,20,,30.9,18.11,16.48,20.98,85.42
rf,early_vs_late_stage,dissimilarity,20,,81.54,70.85,79.33,69.33,46.67
rf,ptc_vs_mibc,dissimilarity,20,,52.42,50.05,52.88,52.12,42.86
lda,cancer_invasion,dissimilarity,20,,60.0,52.93,59.4,54.0,33.0
lda,cancer_stage,dissimilarity,20,,33.07,14.41,12.86,17.35,84.4
lda,early_vs_late_stage,dissimilarity,20,,72.31,53.69,57.54,54.0,20.0
lda,ptc_vs_mibc,dissimilarity,20,,52.75,48.83,53.69,52.04,37.14
dt,cancer_invasion,dissimilarity,20,average_best_absolute_distance_results,53.85,52.2,52.78,52.78,50.0
dt,cancer_stage,dissimilarity,20,average_best_absolute_distance_results,23.02,19.26,20.84,20.23,84.88
dt,early_vs_late_stage,dissimilarity,20,average_best_absolute_distance_results,67.69,52.17,51.89,53.33,26.67
dt,ptc_vs_mibc,dissimilarity,20,average_best_absolute_distance_results,61.92,61.11,65.07,63.33,80.0
rf,cancer_invasion,dissimilarity,20,average_best_absolute_distance_results,56.92,52.21,55.7,55.78,56.0
rf,cancer_stage,dissimilarity,20,average_best_absolute_distance_results,26.92,22.58,25.63,24.31,85.71
rf,early_vs_late_stage,dissimilarity,20,average_best_absolute_distance_results,67.69,56.35,56.46,58.0,40.0
rf,ptc_vs_mibc,dissimilarity,20,average_best_absolute_distance_results,61.92,61.11,65.07,63.33,80.0
lda,cancer_invasion,dissimilarity,20,average_best_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,dissimilarity,20,average_best_absolute_distance_results,39.04,12.27,10.69,17.26,84.83
lda,early_vs_late_stage,dissimilarity,20,average_best_absolute_distance_results,75.38,42.96,38.27,49.0,0.0
lda,ptc_vs_mibc,dissimilarity,20,average_best_absolute_distance_results,53.92,50.23,53.37,52.1,31.43
dt,cancer_invasion,dissimilarity,20,average_generation_absolute_distance_results,61.54,58.74,60.17,60.42,55.0
dt,cancer_stage,dissimilarity,20,average_generation_absolute_distance_results,22.96,16.32,17.93,17.29,86.3
dt,early_vs_late_stage,dissimilarity,20,average_generation_absolute_distance_results,78.46,65.95,68.39,65.0,40.0
dt,ptc_vs_mibc,dissimilarity,20,average_generation_absolute_distance_results,62.92,61.51,61.9,62.6,57.14
rf,cancer_invasion,dissimilarity,20,average_generation_absolute_distance_results,64.62,60.63,61.05,61.03,49.0
rf,cancer_stage,dissimilarity,20,average_generation_absolute_distance_results,22.01,12.78,13.77,12.6,85.48
rf,early_vs_late_stage,dissimilarity,20,average_generation_absolute_distance_results,73.85,60.51,63.01,59.67,33.33
rf,ptc_vs_mibc,dissimilarity,20,average_generation_absolute_distance_results,59.08,57.74,59.31,59.17,60.0
lda,cancer_invasion,dissimilarity,20,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,dissimilarity,20,average_generation_absolute_distance_results,36.04,10.62,9.16,15.44,84.11
lda,early_vs_late_stage,dissimilarity,20,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,20,average_generation_absolute_distance_results,53.92,50.13,53.32,52.1,31.43
dt,cancer_invasion,dissimilarity,20,average_mean_absolute_distance_results,66.15,62.51,64.15,62.89,53.0
dt,cancer_stage,dissimilarity,20,average_mean_absolute_distance_results,29.92,23.56,24.15,27.81,87.13
dt,early_vs_late_stage,dissimilarity,20,average_mean_absolute_distance_results,55.38,48.79,51.96,52.33,46.67
dt,ptc_vs_mibc,dissimilarity,20,average_mean_absolute_distance_results,55.25,51.94,54.36,53.95,34.29
rf,cancer_invasion,dissimilarity,20,average_mean_absolute_distance_results,69.23,57.81,57.31,61.75,36.0
rf,cancer_stage,dissimilarity,20,average_mean_absolute_distance_results,27.93,20.7,22.1,23.88,85.88
rf,early_vs_late_stage,dissimilarity,20,average_mean_absolute_distance_results,63.08,54.82,57.27,57.33,46.67
rf,ptc_vs_mibc,dissimilarity,20,average_mean_absolute_distance_results,57.92,55.61,58.02,56.81,40.0
lda,cancer_invasion,dissimilarity,20,average_mean_absolute_distance_results,63.08,41.75,41.73,50.75,4.0
lda,cancer_stage,dissimilarity,20,average_mean_absolute_distance_results,31.02,9.79,10.16,14.05,82.94
lda,early_vs_late_stage,dissimilarity,20,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,20,average_mean_absolute_distance_results,52.58,34.43,26.62,48.75,0.0
dt,cancer_invasion,dissimilarity,30,,73.85,72.03,72.58,72.78,70.0
dt,cancer_stage,dissimilarity,30,,28.05,19.91,20.08,21.74,86.38
dt,early_vs_late_stage,dissimilarity,30,,80.0,71.62,75.22,73.0,60.0
dt,ptc_vs_mibc,dissimilarity,30,,59.25,57.37,61.54,59.23,54.29
rf,cancer_invasion,dissimilarity,30,,73.85,70.59,71.69,70.78,61.0
rf,cancer_stage,dissimilarity,30,,30.9,18.11,16.48,20.98,85.42
rf,early_vs_late_stage,dissimilarity,30,,81.54,70.85,79.33,69.33,46.67
rf,ptc_vs_mibc,dissimilarity,30,,52.42,50.05,52.88,52.12,42.86
lda,cancer_invasion,dissimilarity,30,,60.0,52.93,59.4,54.0,33.0
lda,cancer_stage,dissimilarity,30,,33.07,14.41,12.86,17.35,84.4
lda,early_vs_late_stage,dissimilarity,30,,72.31,53.69,57.54,54.0,20.0
lda,ptc_vs_mibc,dissimilarity,30,,52.75,48.83,53.69,52.04,37.14
dt,cancer_invasion,dissimilarity,30,average_best_absolute_distance_results,58.46,55.37,56.45,55.56,45.0
dt,cancer_stage,dissimilarity,30,average_best_absolute_distance_results,21.09,14.7,15.65,20.42,87.98
dt,early_vs_late_stage,dissimilarity,30,average_best_absolute_distance_results,70.77,58.04,59.31,57.67,33.33
dt,ptc_vs_mibc,dissimilarity,30,average_best_absolute_distance_results,56.42,54.64,56.77,56.85,62.86
rf,cancer_invasion,dissimilarity,30,average_best_absolute_distance_results,52.31,50.62,51.35,51.31,49.0
rf,cancer_stage,dissimilarity,30,average_best_absolute_distance_results,21.98,17.97,23.6,20.19,87.11
rf,early_vs_late_stage,dissimilarity,30,average_best_absolute_distance_results,69.23,59.69,60.29,61.33,46.67
rf,ptc_vs_mibc,dissimilarity,30,average_best_absolute_distance_results,63.08,62.19,65.97,63.55,65.71
lda,cancer_invasion,dissimilarity,30,average_best_absolute_distance_results,61.54,38.1,31.28,48.89,0.0
lda,cancer_stage,dissimilarity,30,average_best_absolute_distance_results,33.99,8.21,5.96,14.02,83.46
lda,early_vs_late_stage,dissimilarity,30,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,30,average_best_absolute_distance_results,60.58,58.11,63.85,59.66,45.71
dt,cancer_invasion,dissimilarity,30,average_generation_absolute_distance_results,69.23,65.52,68.95,65.14,50.0
dt,cancer_stage,dissimilarity,30,average_generation_absolute_distance_results,21.95,18.65,19.54,20.71,86.73
dt,early_vs_late_stage,dissimilarity,30,average_generation_absolute_distance_results,64.62,53.7,55.64,53.67,33.33
dt,ptc_vs_mibc,dissimilarity,30,average_generation_absolute_distance_results,65.75,65.34,66.09,65.63,65.71
rf,cancer_invasion,dissimilarity,30,average_generation_absolute_distance_results,63.08,59.68,62.19,60.14,50.0
rf,cancer_stage,dissimilarity,30,average_generation_absolute_distance_results,22.07,18.08,19.22,20.15,87.02
rf,early_vs_late_stage,dissimilarity,30,average_generation_absolute_distance_results,66.15,54.55,55.73,57.0,40.0
rf,ptc_vs_mibc,dissimilarity,30,average_generation_absolute_distance_results,69.67,68.95,70.72,69.42,68.57
lda,cancer_invasion,dissimilarity,30,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,dissimilarity,30,average_generation_absolute_distance_results,38.03,12.49,11.35,17.46,84.59
lda,early_vs_late_stage,dissimilarity,30,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,30,average_generation_absolute_distance_results,56.58,53.12,56.3,54.96,37.14
dt,cancer_invasion,dissimilarity,30,average_mean_absolute_distance_results,66.15,61.0,64.44,60.64,41.0
dt,cancer_stage,dissimilarity,30,average_mean_absolute_distance_results,27.01,29.98,33.6,37.33,86.3
dt,early_vs_late_stage,dissimilarity,30,average_mean_absolute_distance_results,69.23,62.74,63.19,66.0,60.0
dt,ptc_vs_mibc,dissimilarity,30,average_mean_absolute_distance_results,54.0,51.68,58.73,55.44,71.43
rf,cancer_invasion,dissimilarity,30,average_mean_absolute_distance_results,64.62,60.36,63.2,60.28,45.0
rf,cancer_stage,dissimilarity,30,average_mean_absolute_distance_results,25.1,27.68,32.09,28.6,84.23
rf,early_vs_late_stage,dissimilarity,30,average_mean_absolute_distance_results,72.31,65.28,64.97,68.0,60.0
rf,ptc_vs_mibc,dissimilarity,30,average_mean_absolute_distance_results,56.5,54.46,60.58,56.81,60.0
lda,cancer_invasion,dissimilarity,30,average_mean_absolute_distance_results,61.54,38.04,31.22,48.75,0.0
lda,cancer_stage,dissimilarity,30,average_mean_absolute_distance_results,32.06,7.77,5.85,13.29,83.28
lda,early_vs_late_stage,dissimilarity,30,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,30,average_mean_absolute_distance_results,52.58,34.43,26.62,48.75,0.0
dt,cancer_invasion,dissimilarity,40,,73.85,72.03,72.58,72.78,70.0
dt,cancer_stage,dissimilarity,40,,28.05,19.91,20.08,21.74,86.38
dt,early_vs_late_stage,dissimilarity,40,,80.0,71.62,75.22,73.0,60.0
dt,ptc_vs_mibc,dissimilarity,40,,59.25,57.37,61.54,59.23,54.29
rf,cancer_invasion,dissimilarity,40,,73.85,70.59,71.69,70.78,61.0
rf,cancer_stage,dissimilarity,40,,30.9,18.11,16.48,20.98,85.42
rf,early_vs_late_stage,dissimilarity,40,,81.54,70.85,79.33,69.33,46.67
rf,ptc_vs_mibc,dissimilarity,40,,52.42,50.05,52.88,52.12,42.86
lda,cancer_invasion,dissimilarity,40,,60.0,52.93,59.4,54.0,33.0
lda,cancer_stage,dissimilarity,40,,33.07,14.41,12.86,17.35,84.4
lda,early_vs_late_stage,dissimilarity,40,,72.31,53.69,57.54,54.0,20.0
lda,ptc_vs_mibc,dissimilarity,40,,52.75,48.83,53.69,52.04,37.14
dt,cancer_invasion,dissimilarity,40,average_best_absolute_distance_results,58.46,55.23,56.73,55.89,49.0
dt,cancer_stage,dissimilarity,40,average_best_absolute_distance_results,15.03,10.81,11.13,14.2,85.6
dt,early_vs_late_stage,dissimilarity,40,average_best_absolute_distance_results,69.23,53.65,53.63,54.33,26.67
dt,ptc_vs_mibc,dissimilarity,40,average_best_absolute_distance_results,59.17,58.39,61.06,59.48,62.86
rf,cancer_invasion,dissimilarity,40,average_best_absolute_distance_results,60.0,56.04,56.55,56.53,45.0
rf,cancer_stage,dissimilarity,40,average_best_absolute_distance_results,20.02,14.66,16.15,16.02,86.08
rf,early_vs_late_stage,dissimilarity,40,average_best_absolute_distance_results,66.15,54.63,55.63,54.67,33.33
rf,ptc_vs_mibc,dissimilarity,40,average_best_absolute_distance_results,59.08,56.47,62.84,58.67,54.29
lda,cancer_invasion,dissimilarity,40,average_best_absolute_distance_results,61.54,38.1,31.28,48.89,0.0
lda,cancer_stage,dissimilarity,40,average_best_absolute_distance_results,32.98,7.93,6.44,13.62,83.1
lda,early_vs_late_stage,dissimilarity,40,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,40,average_best_absolute_distance_results,48.92,32.59,25.5,45.56,0.0
dt,cancer_invasion,dissimilarity,40,average_generation_absolute_distance_results,56.92,52.39,58.96,53.69,41.0
dt,cancer_stage,dissimilarity,40,average_generation_absolute_distance_results,22.91,14.5,17.2,15.39,87.89
dt,early_vs_late_stage,dissimilarity,40,average_generation_absolute_distance_results,69.23,56.98,58.53,56.67,33.33
dt,ptc_vs_mibc,dissimilarity,40,average_generation_absolute_distance_results,59.33,58.26,60.34,59.23,54.29
rf,cancer_invasion,dissimilarity,40,average_generation_absolute_distance_results,61.54,53.9,53.24,57.03,41.0
rf,cancer_stage,dissimilarity,40,average_generation_absolute_distance_results,24.96,16.33,20.94,21.3,87.41
rf,early_vs_late_stage,dissimilarity,40,average_generation_absolute_distance_results,67.69,58.41,59.45,60.33,46.67
rf,ptc_vs_mibc,dissimilarity,40,average_generation_absolute_distance_results,61.75,61.4,62.08,61.85,62.86
lda,cancer_invasion,dissimilarity,40,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,dissimilarity,40,average_generation_absolute_distance_results,35.03,9.22,8.32,14.68,83.79
lda,early_vs_late_stage,dissimilarity,40,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,40,average_generation_absolute_distance_results,53.92,47.82,52.64,51.57,22.86
dt,cancer_invasion,dissimilarity,40,average_mean_absolute_distance_results,63.08,59.58,60.64,60.28,50.0
dt,cancer_stage,dissimilarity,40,average_mean_absolute_distance_results,26.05,24.03,30.83,29.11,86.68
dt,early_vs_late_stage,dissimilarity,40,average_mean_absolute_distance_results,56.92,46.87,49.68,48.67,33.33
dt,ptc_vs_mibc,dissimilarity,40,average_mean_absolute_distance_results,64.33,63.79,64.86,64.03,60.0
rf,cancer_invasion,dissimilarity,40,average_mean_absolute_distance_results,66.15,62.64,64.39,63.14,51.0
rf,cancer_stage,dissimilarity,40,average_mean_absolute_distance_results,29.0,21.62,21.96,24.78,84.98
rf,early_vs_late_stage,dissimilarity,40,average_mean_absolute_distance_results,58.46,50.94,54.93,54.33,46.67
rf,ptc_vs_mibc,dissimilarity,40,average_mean_absolute_distance_results,59.08,58.5,60.37,59.03,60.0
lda,cancer_invasion,dissimilarity,40,average_mean_absolute_distance_results,60.0,37.42,30.9,47.5,0.0
lda,cancer_stage,dissimilarity,40,average_mean_absolute_distance_results,32.06,6.97,4.76,13.1,82.88
lda,early_vs_late_stage,dissimilarity,40,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,40,average_mean_absolute_distance_results,52.58,36.37,31.68,48.93,2.86
dt,cancer_invasion,dissimilarity,50,,73.85,72.03,72.58,72.78,70.0
dt,cancer_stage,dissimilarity,50,,28.05,19.91,20.08,21.74,86.38
dt,early_vs_late_stage,dissimilarity,50,,80.0,71.62,75.22,73.0,60.0
dt,ptc_vs_mibc,dissimilarity,50,,59.25,57.37,61.54,59.23,54.29
rf,cancer_invasion,dissimilarity,50,,73.85,70.59,71.69,70.78,61.0
rf,cancer_stage,dissimilarity,50,,30.9,18.11,16.48,20.98,85.42
rf,early_vs_late_stage,dissimilarity,50,,81.54,70.85,79.33,69.33,46.67
rf,ptc_vs_mibc,dissimilarity,50,,52.42,50.05,52.88,52.12,42.86
lda,cancer_invasion,dissimilarity,50,,60.0,52.93,59.4,54.0,33.0
lda,cancer_stage,dissimilarity,50,,33.07,14.41,12.86,17.35,84.4
lda,early_vs_late_stage,dissimilarity,50,,72.31,53.69,57.54,54.0,20.0
lda,ptc_vs_mibc,dissimilarity,50,,52.75,48.83,53.69,52.04,37.14
dt,cancer_invasion,dissimilarity,50,average_best_absolute_distance_results,63.08,60.93,61.59,61.78,58.0
dt,cancer_stage,dissimilarity,50,average_best_absolute_distance_results,27.99,23.92,32.57,27.14,87.13
dt,early_vs_late_stage,dissimilarity,50,average_best_absolute_distance_results,66.15,62.39,64.47,68.67,73.33
dt,ptc_vs_mibc,dissimilarity,50,average_best_absolute_distance_results,51.33,49.61,50.37,50.95,48.57
rf,cancer_invasion,dissimilarity,50,average_best_absolute_distance_results,64.62,63.34,64.05,64.67,66.0
rf,cancer_stage,dissimilarity,50,average_best_absolute_distance_results,29.03,24.79,27.39,26.81,87.13
rf,early_vs_late_stage,dissimilarity,50,average_best_absolute_distance_results,73.85,64.82,68.88,69.0,60.0
rf,ptc_vs_mibc,dissimilarity,50,average_best_absolute_distance_results,54.08,51.32,52.51,52.56,34.29
lda,cancer_invasion,dissimilarity,50,average_best_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,dissimilarity,50,average_best_absolute_distance_results,36.96,13.93,11.19,20.13,84.45
lda,early_vs_late_stage,dissimilarity,50,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,50,average_best_absolute_distance_results,61.92,58.66,67.98,60.56,40.0
dt,cancer_invasion,dissimilarity,50,average_generation_absolute_distance_results,67.69,65.22,65.99,65.67,58.0
dt,cancer_stage,dissimilarity,50,average_generation_absolute_distance_results,26.08,18.86,18.45,22.45,87.72
dt,early_vs_late_stage,dissimilarity,50,average_generation_absolute_distance_results,61.54,58.1,62.38,65.67,73.33
dt,ptc_vs_mibc,dissimilarity,50,average_generation_absolute_distance_results,59.25,58.89,59.58,59.27,57.14
rf,cancer_invasion,dissimilarity,50,average_generation_absolute_distance_results,61.54,57.76,59.05,59.78,54.0
rf,cancer_stage,dissimilarity,50,average_generation_absolute_distance_results,25.97,18.49,20.63,21.14,85.31
rf,early_vs_late_stage,dissimilarity,50,average_generation_absolute_distance_results,67.69,61.89,63.02,67.33,66.67
rf,ptc_vs_mibc,dissimilarity,50,average_generation_absolute_distance_results,60.58,59.86,63.29,61.9,77.14
lda,cancer_invasion,dissimilarity,50,average_generation_absolute_distance_results,63.08,38.66,31.54,50.0,0.0
lda,cancer_stage,dissimilarity,50,average_generation_absolute_distance_results,39.04,12.75,11.07,17.26,85.09
lda,early_vs_late_stage,dissimilarity,50,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,50,average_generation_absolute_distance_results,55.25,53.03,55.15,54.03,40.0
dt,cancer_invasion,dissimilarity,50,average_mean_absolute_distance_results,67.69,62.51,66.99,62.25,42.0
dt,cancer_stage,dissimilarity,50,average_mean_absolute_distance_results,20.97,16.81,19.24,16.34,83.39
dt,early_vs_late_stage,dissimilarity,50,average_mean_absolute_distance_results,69.23,52.5,51.25,54.33,26.67
dt,ptc_vs_mibc,dissimilarity,50,average_mean_absolute_distance_results,53.92,52.36,54.68,55.16,71.43
rf,cancer_invasion,dissimilarity,50,average_mean_absolute_distance_results,63.08,58.53,58.97,60.92,51.0
rf,cancer_stage,dissimilarity,50,average_mean_absolute_distance_results,21.98,16.8,19.17,16.37,83.39
rf,early_vs_late_stage,dissimilarity,50,average_mean_absolute_distance_results,64.62,53.93,55.46,56.0,40.0
rf,ptc_vs_mibc,dissimilarity,50,average_mean_absolute_distance_results,51.25,49.65,51.23,52.12,62.86
lda,cancer_invasion,dissimilarity,50,average_mean_absolute_distance_results,61.54,38.04,31.22,48.75,0.0
lda,cancer_stage,dissimilarity,50,average_mean_absolute_distance_results,33.04,8.02,7.23,13.69,83.35
lda,early_vs_late_stage,dissimilarity,50,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,dissimilarity,50,average_mean_absolute_distance_results,51.25,33.84,26.29,47.5,0.0
dt,cancer_invasion,correlation,10,,72.31,70.34,73.94,71.0,67.0
dt,cancer_stage,correlation,10,,21.0,20.66,25.77,26.54,86.15
dt,early_vs_late_stage,correlation,10,,75.38,64.19,66.63,65.33,46.67
dt,ptc_vs_mibc,correlation,10,,65.58,64.88,65.85,65.81,68.57
rf,cancer_invasion,correlation,10,,76.92,74.53,76.31,74.14,63.0
rf,cancer_stage,correlation,10,,31.05,18.74,18.82,19.07,85.26
rf,early_vs_late_stage,correlation,10,,64.62,50.92,51.26,56.0,40.0
rf,ptc_vs_mibc,correlation,10,,63.0,62.07,63.29,62.42,54.29
lda,cancer_invasion,correlation,10,,70.77,68.39,69.83,68.78,62.0
lda,cancer_stage,correlation,10,,30.07,16.9,15.85,20.1,84.24
lda,early_vs_late_stage,correlation,10,,72.31,54.79,53.23,58.67,33.33
lda,ptc_vs_mibc,correlation,10,,54.08,51.76,55.61,53.33,40.0
dt,cancer_invasion,correlation,10,average_best_absolute_distance_results,61.54,60.12,62.0,61.19,61.0
dt,cancer_stage,correlation,10,average_best_absolute_distance_results,23.05,19.08,25.16,22.85,86.46
dt,early_vs_late_stage,correlation,10,average_best_absolute_distance_results,63.08,59.02,61.35,64.33,66.67
dt,ptc_vs_mibc,correlation,10,average_best_absolute_distance_results,61.67,58.77,63.97,60.54,48.57
rf,cancer_invasion,correlation,10,average_best_absolute_distance_results,60.0,58.55,59.8,59.19,57.0
rf,cancer_stage,correlation,10,average_best_absolute_distance_results,25.91,19.3,19.41,21.4,86.28
rf,early_vs_late_stage,correlation,10,average_best_absolute_distance_results,69.23,61.03,63.35,63.67,53.33
rf,ptc_vs_mibc,correlation,10,average_best_absolute_distance_results,57.83,57.63,58.15,58.06,60.0
lda,cancer_invasion,correlation,10,average_best_absolute_distance_results,61.54,40.7,36.49,49.64,4.0
lda,cancer_stage,correlation,10,average_best_absolute_distance_results,38.03,11.99,12.52,16.67,84.57
lda,early_vs_late_stage,correlation,10,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,10,average_best_absolute_distance_results,56.58,52.51,56.03,54.6,31.43
dt,cancer_invasion,correlation,10,average_generation_absolute_distance_results,56.92,52.67,54.66,54.56,43.0
dt,cancer_stage,correlation,10,average_generation_absolute_distance_results,15.03,14.35,19.13,18.72,87.86
dt,early_vs_late_stage,correlation,10,average_generation_absolute_distance_results,61.54,54.79,57.9,58.67,53.33
dt,ptc_vs_mibc,correlation,10,average_generation_absolute_distance_results,52.67,51.94,53.46,53.51,62.86
rf,cancer_invasion,correlation,10,average_generation_absolute_distance_results,60.0,54.65,54.12,56.53,45.0
rf,cancer_stage,correlation,10,average_generation_absolute_distance_results,20.94,15.19,14.9,17.84,87.5
rf,early_vs_late_stage,correlation,10,average_generation_absolute_distance_results,66.15,53.83,55.27,57.0,40.0
rf,ptc_vs_mibc,correlation,10,average_generation_absolute_distance_results,59.08,58.85,59.21,59.17,60.0
lda,cancer_invasion,correlation,10,average_generation_absolute_distance_results,61.54,45.73,48.68,51.28,12.0
lda,cancer_stage,correlation,10,average_generation_absolute_distance_results,32.03,9.47,7.32,13.89,83.69
lda,early_vs_late_stage,correlation,10,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,10,average_generation_absolute_distance_results,55.25,53.03,55.15,54.03,40.0
dt,cancer_invasion,correlation,10,average_mean_absolute_distance_results,64.62,61.43,63.3,62.17,51.0
dt,cancer_stage,correlation,10,average_mean_absolute_distance_results,26.08,23.08,28.66,28.48,87.87
dt,early_vs_late_stage,correlation,10,average_mean_absolute_distance_results,69.23,59.38,58.79,63.67,53.33
dt,ptc_vs_mibc,correlation,10,average_mean_absolute_distance_results,63.17,62.25,66.42,63.77,71.43
rf,cancer_invasion,correlation,10,average_mean_absolute_distance_results,61.54,56.86,57.59,57.17,41.0
rf,cancer_stage,correlation,10,average_mean_absolute_distance_results,26.0,21.95,25.67,22.13,85.5
rf,early_vs_late_stage,correlation,10,average_mean_absolute_distance_results,69.23,56.4,55.67,59.0,40.0
rf,ptc_vs_mibc,correlation,10,average_mean_absolute_distance_results,61.92,59.45,65.81,61.45,54.29
lda,cancer_invasion,correlation,10,average_mean_absolute_distance_results,58.46,39.46,35.85,47.14,4.0
lda,cancer_stage,correlation,10,average_mean_absolute_distance_results,37.02,12.56,12.94,17.06,84.32
lda,early_vs_late_stage,correlation,10,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,10,average_mean_absolute_distance_results,57.83,54.6,58.14,56.03,34.29
dt,cancer_invasion,correlation,20,,72.31,70.34,73.94,71.0,67.0
dt,cancer_stage,correlation,20,,21.0,20.66,25.77,26.54,86.15
dt,early_vs_late_stage,correlation,20,,75.38,64.19,66.63,65.33,46.67
dt,ptc_vs_mibc,correlation,20,,65.58,64.88,65.85,65.81,68.57
rf,cancer_invasion,correlation,20,,76.92,74.53,76.31,74.14,63.0
rf,cancer_stage,correlation,20,,31.05,18.74,18.82,19.07,85.26
rf,early_vs_late_stage,correlation,20,,64.62,50.92,51.26,56.0,40.0
rf,ptc_vs_mibc,correlation,20,,63.0,62.07,63.29,62.42,54.29
lda,cancer_invasion,correlation,20,,70.77,68.39,69.83,68.78,62.0
lda,cancer_stage,correlation,20,,30.07,16.9,15.85,20.1,84.24
lda,early_vs_late_stage,correlation,20,,72.31,54.79,53.23,58.67,33.33
lda,ptc_vs_mibc,correlation,20,,54.08,51.76,55.61,53.33,40.0
dt,cancer_invasion,correlation,20,average_best_absolute_distance_results,56.92,56.08,60.1,58.83,66.0
dt,cancer_stage,correlation,20,average_best_absolute_distance_results,29.0,24.63,23.9,28.48,86.59
dt,early_vs_late_stage,correlation,20,average_best_absolute_distance_results,70.77,66.95,68.89,74.0,80.0
dt,ptc_vs_mibc,correlation,20,average_best_absolute_distance_results,54.0,50.54,49.7,53.99,57.14
rf,cancer_invasion,correlation,20,average_best_absolute_distance_results,52.31,51.81,57.34,55.83,70.0
